match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
1312025,1,Peshawar Zalmi,Karachi Kings,1,1,Sherfane Rutherford,Mohammad Haris,Usman Khan,0,0,0,0,0,0,4,0,4,,,
1312025,1,Peshawar Zalmi,Karachi Kings,1,2,Sherfane Rutherford,Mohammad Haris,Usman Khan,0,0,0,0,0,0,2,0,2,,,
1312025,1,Peshawar Zalmi,Karachi Kings,1,3,Sherfane Rutherford,Mohammad Haris,Usman Khan,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,1,4,Sherfane Rutherford,Mohammad Haris,Usman Khan,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,1,5,Mohammad Haris,Sherfane Rutherford,Usman Khan,0,0,0,0,0,0,3,0,3,,,
1312025,1,Peshawar Zalmi,Karachi Kings,1,6,Sherfane Rutherford,Mohammad Haris,Usman Khan,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,2,1,Sherfane Rutherford,Mohammad Haris,Imad Wasim,0,0,0,0,0,0,4,0,4,,,
1312025,1,Peshawar Zalmi,Karachi Kings,2,2,Sherfane Rutherford,Mohammad Haris,Imad Wasim,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,2,3,Sherfane Rutherford,Mohammad Haris,Imad Wasim,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,2,4,Sherfane Rutherford,Mohammad Haris,Imad Wasim,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,2,5,Sherfane Rutherford,Mohammad Haris,Imad Wasim,0,0,0,0,0,0,6,0,6,,,
1312025,1,Peshawar Zalmi,Karachi Kings,2,6,Sherfane Rutherford,Mohammad Haris,Imad Wasim,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,3,1,Sherfane Rutherford,Mohammad Haris,James Vince,0,0,0,0,0,0,4,0,4,,,
1312025,1,Peshawar Zalmi,Karachi Kings,3,2,Sherfane Rutherford,Mohammad Haris,James Vince,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,3,3,Sherfane Rutherford,Mohammad Haris,James Vince,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,3,4,Mohammad Haris,Sherfane Rutherford,James Vince,0,0,0,0,0,0,4,0,4,,,
1312025,1,Peshawar Zalmi,Karachi Kings,3,5,Mohammad Haris,Sherfane Rutherford,James Vince,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,3,6,Sherfane Rutherford,Mohammad Haris,James Vince,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,4,1,Mohammad Haris,Sherfane Rutherford,Iftikhar Ahmed,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,4,2,Sherfane Rutherford,Mohammad Haris,Iftikhar Ahmed,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,4,3,Sherfane Rutherford,Mohammad Haris,Iftikhar Ahmed,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,4,4,Sherfane Rutherford,Mohammad Haris,Iftikhar Ahmed,0,0,0,0,0,0,4,0,4,Sherfane Rutherford,run out,Muhammad Irfan Khan
1312025,1,Peshawar Zalmi,Karachi Kings,4,5,Rovman Powell,Mohammad Haris,Iftikhar Ahmed,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,4,6,Mohammad Haris,Rovman Powell,Iftikhar Ahmed,0,2,0,0,0,0,0,2,2,,,
1312025,1,Peshawar Zalmi,Karachi Kings,4,7,Mohammad Haris,Rovman Powell,Iftikhar Ahmed,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,5,1,Rovman Powell,Mohammad Haris,Mohammad Amir,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,5,2,Rovman Powell,Mohammad Haris,Mohammad Amir,0,1,0,0,0,0,0,1,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,5,3,Rovman Powell,Mohammad Haris,Mohammad Amir,0,0,0,0,0,0,4,0,4,,,
1312025,1,Peshawar Zalmi,Karachi Kings,5,4,Rovman Powell,Mohammad Haris,Mohammad Amir,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,5,5,Rovman Powell,Mohammad Haris,Mohammad Amir,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,5,6,Rovman Powell,Mohammad Haris,Mohammad Amir,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,5,7,Rovman Powell,Mohammad Haris,Mohammad Amir,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,6,1,Mohammad Haris,Rovman Powell,Khushdil Shah,0,0,0,0,0,0,4,0,4,,,
1312025,1,Peshawar Zalmi,Karachi Kings,6,2,Mohammad Haris,Rovman Powell,Khushdil Shah,0,0,0,0,0,0,2,0,2,,,
1312025,1,Peshawar Zalmi,Karachi Kings,6,3,Mohammad Haris,Rovman Powell,Khushdil Shah,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,6,4,Mohammad Haris,Rovman Powell,Khushdil Shah,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,6,5,Mohammad Haris,Rovman Powell,Khushdil Shah,0,0,0,0,1,0,0,1,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,6,6,Mohammad Haris,Rovman Powell,Khushdil Shah,0,0,0,0,0,0,4,0,4,,,
1312025,1,Peshawar Zalmi,Karachi Kings,6,7,Mohammad Haris,Rovman Powell,Khushdil Shah,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,7,1,Rovman Powell,Mohammad Haris,Sharjeel Khan,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,7,2,Rovman Powell,Mohammad Haris,Sharjeel Khan,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,7,3,Rovman Powell,Mohammad Haris,Sharjeel Khan,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,7,4,Mohammad Haris,Rovman Powell,Sharjeel Khan,0,0,0,0,0,0,4,0,4,,,
1312025,1,Peshawar Zalmi,Karachi Kings,7,5,Mohammad Haris,Rovman Powell,Sharjeel Khan,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,7,6,Mohammad Haris,Rovman Powell,Sharjeel Khan,0,0,0,0,0,0,4,0,4,,,
1312025,1,Peshawar Zalmi,Karachi Kings,8,1,Rovman Powell,Mohammad Haris,Arafat Minhas,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,8,2,Mohammad Haris,Rovman Powell,Arafat Minhas,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,8,3,Rovman Powell,Mohammad Haris,Arafat Minhas,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,8,4,Rovman Powell,Mohammad Haris,Arafat Minhas,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,8,5,Rovman Powell,Mohammad Haris,Arafat Minhas,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,8,6,Rovman Powell,Mohammad Haris,Arafat Minhas,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,9,1,Rovman Powell,Mohammad Haris,Babar Azam,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,9,2,Mohammad Haris,Rovman Powell,Babar Azam,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,9,3,Rovman Powell,Mohammad Haris,Babar Azam,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,9,4,Rovman Powell,Mohammad Haris,Babar Azam,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,9,5,Rovman Powell,Mohammad Haris,Babar Azam,0,0,0,0,0,0,4,0,4,,,
1312025,1,Peshawar Zalmi,Karachi Kings,9,6,Rovman Powell,Mohammad Haris,Babar Azam,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,10,1,Mohammad Haris,Rovman Powell,Muhammad Irfan Khan,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,10,2,Mohammad Haris,Rovman Powell,Muhammad Irfan Khan,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,10,3,Mohammad Haris,Rovman Powell,Muhammad Irfan Khan,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,10,4,Mohammad Haris,Rovman Powell,Muhammad Irfan Khan,0,0,0,0,0,0,6,0,6,,,
1312025,1,Peshawar Zalmi,Karachi Kings,10,5,Mohammad Haris,Rovman Powell,Muhammad Irfan Khan,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,10,6,Rovman Powell,Mohammad Haris,Muhammad Irfan Khan,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,11,1,Mohammad Haris,Rovman Powell,Tayyab Tahir,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,11,2,Mohammad Haris,Rovman Powell,Tayyab Tahir,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,11,3,Mohammad Haris,Rovman Powell,Tayyab Tahir,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,11,4,Rovman Powell,Mohammad Haris,Tayyab Tahir,0,0,0,2,0,0,0,2,2,,,
1312025,1,Peshawar Zalmi,Karachi Kings,11,5,Rovman Powell,Mohammad Haris,Tayyab Tahir,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,11,6,Mohammad Haris,Rovman Powell,Tayyab Tahir,0,0,0,0,0,0,1,0,1,Mohammad Haris,stumped,Usman Khan
1312025,1,Peshawar Zalmi,Karachi Kings,12,1,Rovman Powell,Wahab Riaz,Usman Khan,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,12,2,Rovman Powell,Wahab Riaz,Usman Khan,0,0,0,0,0,0,6,0,6,,,
1312025,1,Peshawar Zalmi,Karachi Kings,12,3,Rovman Powell,Wahab Riaz,Usman Khan,0,0,0,0,0,0,4,0,4,,,
1312025,1,Peshawar Zalmi,Karachi Kings,12,4,Rovman Powell,Wahab Riaz,Usman Khan,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,12,5,Wahab Riaz,Rovman Powell,Usman Khan,0,0,0,0,0,0,2,0,2,,,
1312025,1,Peshawar Zalmi,Karachi Kings,12,6,Wahab Riaz,Rovman Powell,Usman Khan,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,13,1,Rovman Powell,Wahab Riaz,Imad Wasim,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,13,2,Wahab Riaz,Rovman Powell,Imad Wasim,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,13,3,Wahab Riaz,Rovman Powell,Imad Wasim,0,1,0,0,0,0,0,1,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,13,4,Wahab Riaz,Rovman Powell,Imad Wasim,0,0,0,0,0,0,4,0,4,,,
1312025,1,Peshawar Zalmi,Karachi Kings,13,5,Wahab Riaz,Rovman Powell,Imad Wasim,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,13,6,Wahab Riaz,Rovman Powell,Imad Wasim,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,13,7,Wahab Riaz,Rovman Powell,Imad Wasim,0,0,0,0,0,0,3,0,3,,,
1312025,1,Peshawar Zalmi,Karachi Kings,14,1,Wahab Riaz,Rovman Powell,James Vince,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,14,2,Wahab Riaz,Rovman Powell,James Vince,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,14,3,Rovman Powell,Wahab Riaz,James Vince,0,0,0,0,0,0,2,0,2,,,
1312025,1,Peshawar Zalmi,Karachi Kings,14,4,Rovman Powell,Wahab Riaz,James Vince,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,14,5,Rovman Powell,Wahab Riaz,James Vince,0,0,0,0,0,0,2,0,2,,,
1312025,1,Peshawar Zalmi,Karachi Kings,14,6,Rovman Powell,Wahab Riaz,James Vince,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,15,1,Wahab Riaz,Rovman Powell,Iftikhar Ahmed,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,15,2,Rovman Powell,Wahab Riaz,Iftikhar Ahmed,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,15,3,Rovman Powell,Wahab Riaz,Iftikhar Ahmed,0,0,0,0,0,0,3,0,3,,,
1312025,1,Peshawar Zalmi,Karachi Kings,15,4,Wahab Riaz,Rovman Powell,Iftikhar Ahmed,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,15,5,Wahab Riaz,Rovman Powell,Iftikhar Ahmed,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,15,6,Rovman Powell,Wahab Riaz,Iftikhar Ahmed,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,16,1,Rovman Powell,Wahab Riaz,Mohammad Amir,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,16,2,Rovman Powell,Wahab Riaz,Mohammad Amir,0,0,0,1,0,0,0,1,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,16,3,Rovman Powell,Wahab Riaz,Mohammad Amir,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,16,4,Wahab Riaz,Rovman Powell,Mohammad Amir,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,16,5,Wahab Riaz,Rovman Powell,Mohammad Amir,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,16,6,Rovman Powell,Wahab Riaz,Mohammad Amir,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,17,1,Rovman Powell,Wahab Riaz,Khushdil Shah,0,0,0,0,0,0,4,0,4,,,
1312025,1,Peshawar Zalmi,Karachi Kings,17,2,Rovman Powell,Wahab Riaz,Khushdil Shah,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,17,3,Wahab Riaz,Rovman Powell,Khushdil Shah,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,17,4,Rovman Powell,Wahab Riaz,Khushdil Shah,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,17,5,Rovman Powell,Wahab Riaz,Khushdil Shah,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,17,6,Wahab Riaz,Rovman Powell,Khushdil Shah,0,2,0,0,0,0,0,2,2,,,
1312025,1,Peshawar Zalmi,Karachi Kings,17,7,Wahab Riaz,Rovman Powell,Khushdil Shah,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,18,1,Rovman Powell,Wahab Riaz,Sharjeel Khan,0,0,0,0,0,0,2,0,2,,,
1312025,1,Peshawar Zalmi,Karachi Kings,18,2,Rovman Powell,Wahab Riaz,Sharjeel Khan,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,18,3,Rovman Powell,Wahab Riaz,Sharjeel Khan,0,0,0,0,0,0,6,0,6,,,
1312025,1,Peshawar Zalmi,Karachi Kings,18,4,Rovman Powell,Wahab Riaz,Sharjeel Khan,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,18,5,Wahab Riaz,Rovman Powell,Sharjeel Khan,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,18,6,Rovman Powell,Wahab Riaz,Sharjeel Khan,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,19,1,Rovman Powell,Wahab Riaz,Arafat Minhas,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,19,2,Wahab Riaz,Rovman Powell,Arafat Minhas,0,1,0,0,0,0,0,1,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,19,3,Wahab Riaz,Rovman Powell,Arafat Minhas,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,19,4,Rovman Powell,Wahab Riaz,Arafat Minhas,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,19,5,Wahab Riaz,Rovman Powell,Arafat Minhas,0,0,0,0,0,0,4,0,4,,,
1312025,1,Peshawar Zalmi,Karachi Kings,19,6,Wahab Riaz,Rovman Powell,Arafat Minhas,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,19,7,Rovman Powell,Wahab Riaz,Arafat Minhas,0,0,0,0,0,0,4,0,4,,,
1312025,1,Peshawar Zalmi,Karachi Kings,20,1,Wahab Riaz,Rovman Powell,Babar Azam,0,0,0,0,0,0,4,0,4,,,
1312025,1,Peshawar Zalmi,Karachi Kings,20,2,Wahab Riaz,Rovman Powell,Babar Azam,0,0,0,0,0,0,6,0,6,,,
1312025,1,Peshawar Zalmi,Karachi Kings,20,3,Wahab Riaz,Rovman Powell,Babar Azam,0,2,0,0,0,0,0,2,2,,,
1312025,1,Peshawar Zalmi,Karachi Kings,20,4,Wahab Riaz,Rovman Powell,Babar Azam,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,20,5,Wahab Riaz,Rovman Powell,Babar Azam,0,0,0,0,0,0,1,0,1,,,
1312025,1,Peshawar Zalmi,Karachi Kings,20,6,Rovman Powell,Wahab Riaz,Babar Azam,0,0,0,0,0,0,0,0,0,,,
1312025,1,Peshawar Zalmi,Karachi Kings,20,7,Rovman Powell,Wahab Riaz,Babar Azam,0,0,0,0,0,0,0,0,0,,,
1312025,2,Karachi Kings,Peshawar Zalmi,1,1,Imad Wasim,Usman Khan,Aamer Jamal,0,0,0,0,0,0,0,0,0,,,
1312025,2,Karachi Kings,Peshawar Zalmi,1,2,Imad Wasim,Usman Khan,Aamer Jamal,0,0,0,0,0,0,2,0,2,,,
1312025,2,Karachi Kings,Peshawar Zalmi,1,3,Imad Wasim,Usman Khan,Aamer Jamal,0,0,0,0,0,0,1,0,1,,,
1312025,2,Karachi Kings,Peshawar Zalmi,1,4,Usman Khan,Imad Wasim,Aamer Jamal,0,0,0,0,0,0,1,0,1,,,
1312025,2,Karachi Kings,Peshawar Zalmi,1,5,Imad Wasim,Usman Khan,Aamer Jamal,0,1,0,0,0,0,0,1,1,,,
1312025,2,Karachi Kings,Peshawar Zalmi,1,6,Imad Wasim,Usman Khan,Aamer Jamal,0,0,0,0,0,0,0,0,0,,,
1312025,2,Karachi Kings,Peshawar Zalmi,1,7,Imad Wasim,Usman Khan,Aamer Jamal,0,2,0,0,0,0,0,2,2,,,
1312025,2,Karachi Kings,Peshawar Zalmi,1,8,Imad Wasim,Usman Khan,Aamer Jamal,0,0,0,0,0,0,0,0,0,,,
1312025,2,Karachi Kings,Peshawar Zalmi,2,1,Usman Khan,Imad Wasim,Sameen Gul,0,0,0,0,0,0,6,0,6,,,
1312025,2,Karachi Kings,Peshawar Zalmi,2,2,Usman Khan,Imad Wasim,Sameen Gul,0,0,0,0,0,0,1,0,1,,,
1312025,2,Karachi Kings,Peshawar Zalmi,2,3,Imad Wasim,Usman Khan,Sameen Gul,0,0,0,0,0,0,6,0,6,Imad Wasim,stumped,Rovman Powell
1312025,2,Karachi Kings,Peshawar Zalmi,2,4,Khushdil Shah,Usman Khan,Sameen Gul,0,0,0,0,0,0,2,0,2,,,
1312025,2,Karachi Kings,Peshawar Zalmi,2,5,Khushdil Shah,Usman Khan,Sameen Gul,0,0,0,0,0,0,0,0,0,,,
